STT,Dữ Liệu ,Câu Hỏi,Câu Trả Lời,Nguồn( Nếu Có),Thông Tin Thêm,Đánh giá,Minh chứng,Context
839,305.0,"Sinh viên bị lập biên bản khiển trách, cảnh cáo hoặc đình chỉ có ảnh hưởng đến kết quả rèn luyện không?","Có, sinh viên bị lập biên bản khiển trách, cảnh cáo, đình chỉ hoặc không đủ điều kiện dự thi sẽ ảnh hưởng đến kết quả rèn luyện. Trung tâm Khảo thí và Đảm bảo chất lượng giáo dục sẽ cung cấp danh sách những sinh viên này và gửi về Phòng Chính trị và Công tác sinh viên sau 10 ngày khi kết thúc kỳ thi.","Trích dẫn: ""Cung cấp danh sách sinh viên không đủ điều kiện dự thi (bị lập biên bản: khiển trách, cảnh cáo, đình chỉ, không đủ điều kiện dự thi/bị cấm thi cho mỗi học phần)""",,5.0,,"#Question : ```Sinh viên bị lập biên bản khiển trách, cảnh cáo hoặc đình chỉ có ảnh hưởng đến kết quả rèn luyện không?```
#Answer : ```Có, sinh viên bị lập biên bản khiển trách, cảnh cáo, đình chỉ hoặc không đủ điều kiện dự thi sẽ ảnh hưởng đến kết quả rèn luyện. Trung tâm Khảo thí và Đảm bảo chất lượng giáo dục sẽ cung cấp danh sách những sinh viên này và gửi về Phòng Chính trị và Công tác sinh viên sau 10 ngày khi kết thúc kỳ thi.```"
840,305.0,Nếu sinh viên không cập nhật minh chứng tự đánh giá trên hệ thống S-link đúng thời gian quy định thì sao?,"Sinh viên phải thực hiện công tác tự đánh giá kết quả rèn luyện trên phần mềm trực tuyến S-link theo thời gian quy định. Ban cán sự lớp có trách nhiệm theo dõi nhắc nhở thành viên của lớp cập nhật minh chứng, và Cố vấn học tập cũng phối hợp nhắc nhở sinh viên thực hiện đúng thời hạn.","Trích dẫn: ""Thực hiện công tác tự đánh giá kết quả rèn luyện trên phần mềm trực tuyến S-link theo thời gian quy định"" và ""Theo dõi nhắc nhở thành viên của lớp sinh viên cập nhật minh chứng tự và tự đánh giá kết quả rèn luyện""",,5.0,,"#Question : ```Nếu sinh viên không cập nhật minh chứng tự đánh giá trên hệ thống S-link đúng thời gian quy định thì sao?```
#Answer : ```Sinh viên phải thực hiện công tác tự đánh giá kết quả rèn luyện trên phần mềm trực tuyến S-link theo thời gian quy định. Ban cán sự lớp có trách nhiệm theo dõi nhắc nhở thành viên của lớp cập nhật minh chứng, và Cố vấn học tập cũng phối hợp nhắc nhở sinh viên thực hiện đúng thời hạn.```"
841,305.0,Quy trình đánh giá kết quả rèn luyện sinh viên tại Học viện Công nghệ Bưu chính Viễn thông gồm những bước nào?,Quy trình đánh giá kết quả rèn luyện sinh viên gồm 5 bước theo thứ tự: Bước 1 - Sinh viên tự đánh giá; Bước 2 - Tập thể lớp đánh giá; Bước 3 - CVHT tổ chức họp lớp và đánh giá (cấp lớp); Bước 4 - Họp hội đồng cấp Học viện để đánh giá KQRL; Bước 5 - Công nhận kết quả rèn luyện.,"Trích dẫn: ""Bước 1: Sinh viên tự đánh giá. – Bước 2: Tập thể lớp đánh giá. – Bước 3: CVHT tổ chức họp lớp và đánh giá (cấp lớp). – Bước 4: Họp hội đồng cấp Học viện để đánh giá KQRL. – Bước 5: Công nhận kết quả rèn luyện.""",,5.0,,"#Question : ```Quy trình đánh giá kết quả rèn luyện sinh viên tại Học viện Công nghệ Bưu chính Viễn thông gồm những bước nào?```
#Answer : ```Quy trình đánh giá kết quả rèn luyện sinh viên gồm 5 bước theo thứ tự: Bước 1 - Sinh viên tự đánh giá; Bước 2 - Tập thể lớp đánh giá; Bước 3 - CVHT tổ chức họp lớp và đánh giá (cấp lớp); Bước 4 - Họp hội đồng cấp Học viện để đánh giá KQRL; Bước 5 - Công nhận kết quả rèn luyện.```"
842,305.0,Yêu cầu nào cần đảm bảo khi thực hiện đánh giá kết quả rèn luyện sinh viên?,"Việc đánh giá kết quả rèn luyện sinh viên phải đảm bảo các yêu cầu: chính xác, công bằng, công khai, dân chủ và ứng dụng công nghệ thông tin vào việc thực hiện đánh giá. Đồng thời phải thực hiện nghiêm túc, đúng quy trình và đúng tiến độ thời gian theo kế hoạch.","Trích dẫn: ""Việc đánh giá kết quả rèn luyện của sinh viên phải đảm bảo chính xác, công bằng, công khai, dân chủ và ứng dụng công nghệ thông tin vào việc thực hiện đánh giá.""",,5.0,,"#Question : ```Yêu cầu nào cần đảm bảo khi thực hiện đánh giá kết quả rèn luyện sinh viên?```
#Answer : ```Việc đánh giá kết quả rèn luyện sinh viên phải đảm bảo các yêu cầu: chính xác, công bằng, công khai, dân chủ và ứng dụng công nghệ thông tin vào việc thực hiện đánh giá. Đồng thời phải thực hiện nghiêm túc, đúng quy trình và đúng tiến độ thời gian theo kế hoạch.```"
843,305.0,Sinh viên tham gia nghiên cứu khoa học có được tính điểm rèn luyện không?,"Có, sinh viên tích cực tham gia hoạt động nghiên cứu khoa học/đổi mới sáng tạo sẽ được tính điểm rèn luyện. Phòng Quản lý Khoa học công nghệ và HTQT sẽ lập danh sách sinh viên tích cực tham gia các hoạt động này theo từng kỳ và gửi về Phòng Chính trị và Công tác sinh viên.","Trích dẫn: ""Lập danh sách sinh viên tích cực tham gia hoạt động NCKH/đổi mới sáng tạo theo từng kỳ và gửi về P.CT&CTSV theo thời gian quy định.""",,5.0,,"#Question : ```Sinh viên tham gia nghiên cứu khoa học có được tính điểm rèn luyện không?```
#Answer : ```Có, sinh viên tích cực tham gia hoạt động nghiên cứu khoa học/đổi mới sáng tạo sẽ được tính điểm rèn luyện. Phòng Quản lý Khoa học công nghệ và HTQT sẽ lập danh sách sinh viên tích cực tham gia các hoạt động này theo từng kỳ và gửi về Phòng Chính trị và Công tác sinh viên.```"
844,305.0,Ban cán sự lớp có vai trò gì trong việc đánh giá kết quả rèn luyện sinh viên?,"Ban cán sự lớp sinh viên (Lớp trưởng, lớp phó) có vai trò theo dõi nhắc nhở thành viên lớp cập nhật minh chứng tự đánh giá, báo cáo tình hình kết quả sinh viên tự đánh giá tại buổi họp lớp, thực hiện công tác đánh giá kết quả rèn luyện trên S-link và hoàn thiện bộ hồ sơ đánh giá chuyển cho cố vấn học tập.","Trích dẫn: ""Theo dõi nhắc nhở thành viên của lớp sinh viên cập nhật minh chứng tự và tự đánh giá kết quả rèn luyện trên phần mềm trực tuyến S-link theo thời gian quy định.""",,5.0,,"#Question : ```Ban cán sự lớp có vai trò gì trong việc đánh giá kết quả rèn luyện sinh viên?```
#Answer : ```Ban cán sự lớp sinh viên (Lớp trưởng, lớp phó) có vai trò theo dõi nhắc nhở thành viên lớp cập nhật minh chứng tự đánh giá, báo cáo tình hình kết quả sinh viên tự đánh giá tại buổi họp lớp, thực hiện công tác đánh giá kết quả rèn luyện trên S-link và hoàn thiện bộ hồ sơ đánh giá chuyển cho cố vấn học tập.```"
845,306.0,PTIT đã có những hoạt động hợp tác quốc tế nào với các trường đại học nước ngoài gần đây?,"PTIT đã có chuyến thăm và làm việc với Đại học Seoul Cyber (SCU) tại Seoul, Hàn Quốc do PGS.TS Đặng Hoài Bắc – Giám đốc Học viện dẫn đầu. Hai trường đã thống nhất hợp tác thành lập ""Liên minh đại học số toàn cầu"" và triển khai các chương trình liên kết đào tạo. Trước đó, tháng 8/2024, Văn phòng liên kết đào tạo SCU – PTIT đã được khai trương tại Đại học Seoul Cyber.","Trích dẫn: ""đoàn công tác Học viện Công nghệ Bưu chính Viễn thông (PTIT) do PGS.TS Đặng Hoài Bắc – Giám đốc Học viện – dẫn đầu đã có chuyến thăm và làm việc với Đại học Seoul Cyber (SCU)""",,5.0,,"#Question : ```PTIT đã có những hoạt động hợp tác quốc tế nào với các trường đại học nước ngoài gần đây?```
#Answer : ```PTIT đã có chuyến thăm và làm việc với Đại học Seoul Cyber (SCU) tại Seoul, Hàn Quốc do PGS.TS Đặng Hoài Bắc – Giám đốc Học viện dẫn đầu. Hai trường đã thống nhất hợp tác thành lập ""Liên minh đại học số toàn cầu"" và triển khai các chương trình liên kết đào tạo. Trước đó, tháng 8/2024, Văn phòng liên kết đào tạo SCU – PTIT đã được khai trương tại Đại học Seoul Cyber.```"
846,306.0,Liên minh đại học số toàn cầu mà PTIT tham gia có mục tiêu gì?,"Liên minh đại học số toàn cầu sẽ là mạng lưới kết nối các trường đại học số uy tín trên thế giới, hướng tới chia sẻ tài nguyên học thuật, xây dựng các nền tảng đào tạo trực tuyến chung, triển khai chương trình giáo dục đại học không biên giới. PTIT sẽ tham gia với vai trò thành viên sáng lập.","Trích dẫn: ""Liên minh này sẽ là mạng lưới kết nối các trường đại học số uy tín trên thế giới, hướng tới chia sẻ tài nguyên học thuật, xây dựng các nền tảng đào tạo trực tuyến chung, triển khai chương trình giáo dục đại học không biên giới""",,5.0,,"#Question : ```Liên minh đại học số toàn cầu mà PTIT tham gia có mục tiêu gì?```
#Answer : ```Liên minh đại học số toàn cầu sẽ là mạng lưới kết nối các trường đại học số uy tín trên thế giới, hướng tới chia sẻ tài nguyên học thuật, xây dựng các nền tảng đào tạo trực tuyến chung, triển khai chương trình giáo dục đại học không biên giới. PTIT sẽ tham gia với vai trò thành viên sáng lập.```"
847,306.0,Ai là người dẫn đầu đoàn công tác PTIT trong chuyến thăm Đại học Seoul Cyber?,"PGS.TS Đặng Hoài Bắc – Giám đốc Học viện Công nghệ Bưu chính Viễn thông là người dẫn đầu đoàn công tác trong chuyến thăm và làm việc với Đại học Seoul Cyber tại Seoul, Hàn Quốc.","Trích dẫn: ""đoàn công tác Học viện Công nghệ Bưu chính Viễn thông (PTIT) do PGS.TS Đặng Hoài Bắc – Giám đốc Học viện – dẫn đầu""",,5.0,,"#Question : ```Ai là người dẫn đầu đoàn công tác PTIT trong chuyến thăm Đại học Seoul Cyber?```
#Answer : ```PGS.TS Đặng Hoài Bắc – Giám đốc Học viện Công nghệ Bưu chính Viễn thông là người dẫn đầu đoàn công tác trong chuyến thăm và làm việc với Đại học Seoul Cyber tại Seoul, Hàn Quốc.```"
848,306.0,Hiệu trưởng Đại học Seoul Cyber là ai?,"GS. Lee Eun Joo là Hiệu trưởng Đại học Seoul Cyber (SCU), người đã tiếp đoàn công tác PTIT cùng lãnh đạo các phòng, khoa đào tạo liên quan của trường.","Trích dẫn: ""Tiếp đoàn có GS. Lee Eun Joo – Hiệu trưởng SCU cùng lãnh đạo các phòng, khoa đào tạo liên quan của trường""",,5.0,,"#Question : ```Hiệu trưởng Đại học Seoul Cyber là ai?```
#Answer : ```GS. Lee Eun Joo là Hiệu trưởng Đại học Seoul Cyber (SCU), người đã tiếp đoàn công tác PTIT cùng lãnh đạo các phòng, khoa đào tạo liên quan của trường.```"
849,306.0,PTIT đề xuất những hình thức hợp tác nào với Đại học Seoul Cyber?,"PTIT đề xuất mở rộng hợp tác thông qua triển khai chương trình liên kết đào tạo 2+2, đồng phát triển học liệu số, cũng như các chương trình nâng cao năng lực đội ngũ giảng viên, đáp ứng nhu cầu đào tạo nguồn nhân lực chất lượng cao trong lĩnh vực công nghệ số.","Trích dẫn: ""Giám đốc Học viện đề xuất mở rộng hợp tác thông qua triển khai chương trình liên kết đào tạo 2+2, đồng phát triển học liệu số, cũng như các chương trình nâng cao năng lực đội ngũ giảng viên""",,5.0,,"#Question : ```PTIT đề xuất những hình thức hợp tác nào với Đại học Seoul Cyber?```
#Answer : ```PTIT đề xuất mở rộng hợp tác thông qua triển khai chương trình liên kết đào tạo 2+2, đồng phát triển học liệu số, cũng như các chương trình nâng cao năng lực đội ngũ giảng viên, đáp ứng nhu cầu đào tạo nguồn nhân lực chất lượng cao trong lĩnh vực công nghệ số.```"
850,306.0,Văn phòng liên kết đào tạo SCU – PTIT được thành lập khi nào và ở đâu?," Văn phòng liên kết đào tạo SCU – PTIT được khai trương vào tháng 8/2024, đặt tại Đại học Seoul Cyber. Đây là bước tiến mới trong quan hệ hợp tác song phương giữa hai trường.","Trích dẫn: ""tháng 8/2024, Văn phòng liên kết đào tạo SCU – PTIT đặt tại Đại học Seoul Cyber đã được khai trương, đánh dấu một bước tiến mới trong quan hệ hợp tác song phương""",,5.0,,"#Question : ```Văn phòng liên kết đào tạo SCU – PTIT được thành lập khi nào và ở đâu?```
#Answer : ``` Văn phòng liên kết đào tạo SCU – PTIT được khai trương vào tháng 8/2024, đặt tại Đại học Seoul Cyber. Đây là bước tiến mới trong quan hệ hợp tác song phương giữa hai trường.```"
